itemID,rating,userID,timestamp
B00005NN79,1,A3BOCSJRO5P6LG,1027814400
B00005NUIR,5,A2QUK0IPDPURA6,1005523200
B00005NZ1M,3,A3FAKBJOWJEKY7,1015804800
B00005NZ1J,5,ALQPUQXMC1TT,1026777600
B00005NZ1L,5,A1NBAGAT6Q6R3C,1025568000
B00005NZ1G,5,A1NPJM8DW5EUZO,1095465600
B00005O0I9,3,A1IK1ERXXES4T6,1445040000
B00005NZ1G,5,AFCVJUOGMKRDK,1064361600
B00005NZ1R,5,A18D13R6D3EIDI,1010102400
B00005O0I2,5,A3VCLA2I2MFEB4,1418342400
B00005O1GO,5,A3AV1LQH5E9R4H,1010534400
B00005O0I2,5,A2NJ63NSC2LO9M,1037404800
B00005O0I2,3,A28O7EFLUY5UUL,1024358400
B00005O628,4,A1OMXVXXP07F05,1050883200
B00005O0I2,5,A1JTNYOGWSLC6J,1005350400
B00005O0I3,4,A1W661TC1P6VQI,1006300800
B00005OBQC,3,A2M1DCBCWJIIHY,1021939200
B00005OLWV,4,A36OBMV8233W8T,1007424000
B00005Q6Y7,5,A3VTG3J9BJ9YII,1398211200
B00005Q8M4,5,A19K96RN9WAFMN,1030924800
B00005Q8LG,5,A10W5LEOWEDCIJ,1098748800
B00005Q8J1,4,A3C1PJUQ3EU1SQ,1401753600
B00005QB9N,2,A11S9LBCLTOE7S,1029888000
B00005Q8LV,3,A3URVWPFJOHT72,1013817600
B00005QB9M,5,A23DF9ROSHQ81I,1018742400
B00005Q8IR,5,A1XA15CW43OQ9Y,1198972800
B00005Q8M0,5,A2PDC6SESC021Q,1011398400
B00005QDQ1,5,A80VNYB1VXMDD,1044835200
B00005QDPZ,5,A1TUUJBLXL7BE9,1405296000
B00005QEFD,5,ABCQUA65LGRKK,1097280000
B00005QEFL,4,AQXO1G96I6R34,1389225600
B00005QJDS,5,A2V0OUCD2GFB9Y,1033344000
B00005QIQR,5,AUQQWQ5GTVKTQ,1034294400
B00005QX4F,5,A1NNP08FQNJHM8,1368316800
B00005R5Q0,4,A2VNV8CQ5MFYHZ,1015113600
B00005R5PO,4,A417L0KHIG3M7,1016668800
B00005RCQ5,5,A14F106N1M9AAQ,1068595200
B00005RCR2,5,A3M59LLGODU57Y,1006646400
B00005RCQJ,3,A5W5CQCOLBQTK,1125705600
B00005RH4D,5,A3MSO10BPAF01U,1384041600
B00005T7ZN,5,A1DT4ZMK8OLSG5,1431648000
B00005TNI6,5,A26GB5BQS96BD4,1420243200
B00005TNI6,5,A35FAVQ41M5QLC,1230508800
B00005TNI6,5,A8LT66GHJAOQY,1067040000
B00005TNI6,1,A3LW6FZ12WUX2A,1022025600
B00005U8TQ,5,A3UBRY0YK22ZEY,1102204800
B00005UK88,5,A1RQRBR1B7S281,1462147200
B00005UK88,5,A14NOMKJAZ4Z8M,1015113600
B00005ULXN,4,A4R0SD0K16YSW,1131321600
B00005UNWC,4,A357HHQV4KQTJH,1023926400
B00005V3FC,4,A3F3B6HY9RJI04,1068854400
B00005V3TH,3,A2DP50LUH9RB9L,1030752000
B00005V5N3,5,A349MGZV85SZPH,1015804800
B00005V6BB,5,A3JI16SWKEHIWJ,1056672000
B00005V5LP,3,A3RRY485FDAS31,1020556800
B00005V6BG,5,A2RUAKOIIKT006,1123891200
B00005V9Q1,5,AT9HGNXZH7JY2,1030492800
B00005V9NH,4,A3XGHG3XSPSWJ,1403654400
B00005V9NZ,5,A1EMDSTJDUE6B0,1028332800
B00005V6BE,3,A239BCNM3R8OPQ,1034899200
B00005Y4JF,5,A3MKHD3AKS69BH,1018569600
B00005YKL1,1,A3SMAVYZTQKK5P,1040428800
B00005YTYK,4,A1NLDMELNDFORP,1027468800
B00005YWFW,2,A32E9FA1F7A8VF,1048291200
B0000631WI,5,AY9GIQ7ESJ6VX,1092268800
B0000631WA,5,A1CT8NNXYFV3YJ,1022284800
B000063RRN,4,A8BVDUJPYXCHE,1026604800
B00006409Z,5,A2Y7WWNWL922A2,1062374400
B00006471Z,4,A3G728TJ3FQNUB,1328486400
B0000657SP,3,A2582KMXLK2P06,1243382400
B0000657SP,5,AECOBNSTWKCJB,1020470400
B00006599P,5,A2D9796H6JX0FS,1361404800
B000065SQJ,4,ADQFXW709ISZ1,1072224000
B0000664JF,4,A2CKNSDDC5XOFG,1045180800
B0000664J7,5,AP7EW3TXFZGO6,1028678400
B000066JRN,5,AUZXJP5ZICQWT,1494115200
B000066JRN,5,A1YULX2JKXJ3KC,1358812800
B000066JRN,4,A25HXGT2FSP4EI,1054425600
B000066TSF,5,AK3IIFN5R17O3,1030579200
B000067DPF,5,AJKWF4W7QD4NS,1035763200
B000066TS5,5,A3I13S4VMMXW0I,1380672000
B000066TS5,5,A194GQYVY9HXUP,1144022400
B000067DPN,5,A2AB4H9JQJGJEE,1367452800
B000066TS5,5,A2849L3BYH58LB,1033430400
B000067DPM,4,A2MCTBSIBDYELL,1362182400
B000067FDW,3,AJ5ZNIWA418M,1156896000
B000067DPM,5,A1HZTY4DX41AU4,1062547200
B000067FDW,3,A2XPR7L66F8CU7,1106438400
B000067K2D,3,ASES1UOSTT22P,1050105600
B000067QIG,5,A3SUQ73CG13QKO,1405296000
B000068VC5,4,A349MGZV85SZPH,1064707200
B0000690ZP,5,A33FSHFAKI4WUM,1046217600
B0000690ZE,5,A2APSX2R1PCPG7,1039996800
B0000695GX,5,A1ZLM2AJ3VOS6T,1447804800
B0000696CZ,5,AKG2LEG0SYPJK,1440028800
B0000696CZ,4,AP172F6O2OTDT,1121472000
B000069D75,4,A1N2D7LLBAY25B,1112918400
B000069D39,5,A1HM9TLSEDIYBJ,1122422400
B000069IL1,5,A3V6Z4RCDGRC44,1047686400
B00006AALC,4,A3OFCP5DTLDG6Y,1195430400
B00006AVAZ,4,A2TUCS8O6AJXKJ,1042243200
B00006B84Z,5,A3QW4ZYXNBPNB0,1452902400
B00006BMQB,3,AW7CD3YAPPQE0,1057449600
B00006C2HA,5,AYO765T1ZJI44,1273881600
B00006C2HA,3,ALR819EYYWX06,1096416000
B00006CRVH,5,A2HU0M3M77A583,1073001600
B00006CRVI,4,A363QRXP83K8ZE,1066262400
B00006F2EP,5,AMP7TQRWAIE84,1207180800
B00006F7S8,1,A2754TZ6JXPAP9,1035676800
B00006FDLM,5,A2BCLFF5EZKMGN,1374537600
B00006FWTX,5,A1O8MEN85IM1AH,1385424000
B00006FWTX,4,A1AO33ME22E7YT,1074470400
B00006FWTX,5,A1OI9O2S4UOB5O,1041724800
B00006FWUV,4,A3ILQNH2WXF141,1434844800
B00006F2ZP,4,A2MPAOYEC1KWEI,1073260800
B00006GSNX,5,A18DLGS9ZRD33,1464825600
B00006GSO1,3,ABY4A84Z1GRQC,1095724800
B00006HBTW,3,A3JZZRS096TEO0,1438387200
B00006I02Z,5,A3LUBFGLZJT6BT,1285545600
B00006I02Z,1,A13X2V32QCRDLE,1101254400
B00006IJJK,5,A14ZS48R78ZK2J,1346198400
B00006IJJK,5,A1WUXHN8Y6G0SA,1063238400
B00006IJJE,5,A2Z6BM0ZUB142Q,1172188800
B00006IJMS,5,A1ZR8RRX3PN0SO,1268006400
B00006IQTH,5,AGA9PEQEGVCBS,1073865600
B00006IJJF,5,A3LXB2UVNDMMQW,1037404800
B00006JBS7,2,A3BO1VM9CSCWW1,1036195200
B00006JC49,1,A1FB2GN352KCJE,1360108800
B00006JL1P,3,A3ME62ZG7A27KD,1078185600
B00006JZQZ,5,A2RN1VISELFCFG,1484784000
B00006JZQZ,5,A3V6Z4RCDGRC44,1038268800
B00006LELA,2,A29R9J2OJTFAT8,1043539200
B00006LELB,5,A2VLW5TNOQIIEQ,1373241600
B00006LEMK,2,A1ETMNKF9HO2TJ,1110153600
B00006LEM3,5,A1IHQW4U6M767Q,1319068800
B00006LELI,5,A2XIJG9EJFW1U7,1424649600
B00006LEM5,5,A30GPTKHN5SXKI,1036108800
B00006LU9B,4,A1DVJ08RUQBF41,1355529600
B00006M3R6,5,A1NJ3SRMUS03PI,1053388800
B00006N5T8,5,A1AR9VW6A4HGL0,1449187200
B00006YXLE,5,A119Q9NFGVOEJZ,1426204800
B00006Z7I3,5,A34GR92HWDALSP,1059609600
B00006ZCD1,4,A3MVRBARAYLMU0,1050883200
B000077WA5,5,A29XLI11UP7TDA,1176854400
B00007D02V,4,A35957WUETONSW,1043625600
B00007E1OC,5,AWG2O9C42XW5G,1314921600
B00007JZB3,5,A12WZTC4YJ8ZEC,1131753600
B00007KQC4,5,A2BHM4IAJ3K9R3,1408665600
B00007KQC5,5,A1JAICBAZ3YHF1,1333238400
B00007KUU8,5,ANJP63IOCGMNQ,1354579200
B00007LV7Y,3,A37HCSGGRH8UO6,1062374400
B00007LVJD,1,A29RZ88ME47XEK,1045094400
B00007M9SI,5,A1NDU5IOJZWE0W,1041638400
B000083JTR,5,A2RPNLRY0DKUNO,1069027200
B000083JX6,3,AZQ7O73EAS3VI,1285545600
B000084318,5,A20SM6A2OPT9LS,1454889600
B000084318,5,A2JAF44LZDOAFV,1385942400
B000084318,5,A1ZRROMVPJM3SV,1083628800
B000084318,4,A1L0YZXG5MVALI,1049414400
B000086JYR,1,A319SKSB556033,1073433600
B000087R8F,5,A2V75FL14N47M0,1412553600
B000087H7T,4,A1393VZ9RPNSRR,1425600000
B000087H7T,5,A36ILYMX6AFNUL,1392508800
B000087H7T,4,A1ZBNXAG2ZQU3K,1349827200
B000088KH5,5,ASPIAMGB7JLJX,1407974400
B000087H7T,5,A2DPCHKF3M6BF2,1050019200
B000089SBB,5,A3RHWM5NKPTY9J,1051315200
B00008DHLV,5,A1XNH64L91TPXP,1385337600
B00008DHLX,3,A152WT3INB56MX,1327536000
B00008DHNN,5,A2FS0FHBF1N7DQ,1075075200
B00008G886,4,A5W5CQCOLBQTK,1122681600
B00008G97K,4,A3TT32VA0XF8IJ,1055980800
B00008H2IW,5,A23DXMLOHG2C5O,1382140800
B00008H2IU,5,A1B88RMUJVEAJP,1062633600
B00008J7NZ,5,A1BSA8PNYI1NMP,1405123200
B00008J7NZ,5,AMPCEPYM5RERK,1178150400
B00008J7NZ,4,A3IBXED14SKZ8Y,1101772800
B00008KTRS,5,A1Y2QN7WT8UKKW,1114646400
B00008JODN,4,AVOXKGD4HU2SM,1271635200
B00008KU9Z,5,A2XNOB1T796Y6B,1257292800
B00008KTVC,5,A2EAI4948TW53X,1079827200
B00008LUMU,5,A2Q6SZYBMG5RVH,1076198400
B00008ODBQ,5,A2THQCHKR89E16,1317772800
B00008S7XI,4,A1R602SXNGOMJ4,1064188800
B00008RUYZ,4,A2YAABMT80RLYA,1054857600
B00008RUYQ,5,AMP7TQRWAIE84,1206230400
B00008URUA,3,A3NM5HR423LK8N,1324339200
B00008XL07,3,A3EQIXN6JZYL1S,1066694400
B00008XPJG,5,A23GP6VCIU2ON4,1081814400
B000090W86,5,ASWLSZTLPAM7N,1465862400
B000092P4A,3,A1HLMUUJN40MJT,1104537600
B000094OT8,5,A1NTG6YFQ4HBM2,1409529600
B000095ZH6,3,A1YNOA6WEMSH6O,1085616000
B000095ZH4,4,AY1CTB3KUW7GQ,1293667200
B000098XJQ,1,A1LULEPC2NYNZP,1489104000
B000099T2H,5,A35C60B9EH7F9W,1468195200
B000099T1Y,5,A1EM9UZEO8792R,1383696000
B00009ECGG,5,A3P2WGUW82Q6EC,1403395200
B00009ETKZ,4,A1ZO30Z16MQ7Y7,1072396800
B00009IM29,5,ACUYXGCMWVF7S,1062288000
B00009KO3N,3,AQMWZIH22R6LE,1058227200
B00009M7Q8,4,A34527CGD8W6Z8,1074556800
B00009MGU9,2,A2XTBI9BLFK2RF,1071273600
B00009OY9U,5,A2MCRCK1V61FWQ,1420156800
B00009OY9U,4,A2GVS69FCTP2K9,1169078400
B00009PS22,5,A1S4EQGM1IHC1Z,1071792000
B00009TW6R,5,A1MRPX3RM48T2I,1230508800
B00009V3KM,4,AMGSIGYNH3Y25,1184889600
B00009VE6E,5,A10ZEMLI1IAVVB,1406764800
B00009WAV4,5,A1ZTS02PCDQ568,1140566400
B00009WAUZ,2,AMZCQIDUWDHLC,1101254400
B00009WAUD,5,A1U8WZVTF6PP2E,1512604800
B00009WAUM,5,A1YL2PNHR32QF2,1102550400
B00009WAUD,2,A36Y3ZMIWOV2DA,1099094400
B00009WAUO,4,A2SFWWUU78NOMK,1134086400
B00009WAVI,5,ASDQK65CWHPSY,1401408000
B00009X3SY,3,A29BQ6B90Y1R5F,1071619200
B00009X3V0,5,A3RHWM5NKPTY9J,1055635200
B00009WAUH,1,A5CDMOSK470MD,1153526400
B00009YEJL,2,AP5NHB7R6MKEI,1118102400
B00009YEK0,2,A2JA5M9CF6NHMF,1097452800
B00009YEJY,5,A180XX745S4DZY,1181779200
B00009ZVHY,5,A3GKOMCQTTWPUI,1134259200
B00009ZVI2,5,A1TR0WPC93BEC8,1133395200
